                    5,              9.609687,             9.6100932,                 28049,                   876,      75.4085951231785,      3085.23299851349,     -2343.62468051157,    0.0968693778840694,     -1.49354938931951,     -2.35376559938784,         95.9179763721,      1.00000016246036,     0.999999983374813,      1.00000000410022,      1.00000012325719,       1.0000000491361,     0.999999999150147,     0.999999999999998,  1.22509051720954e-05, -5.12925753355375e-05,  -9.6093845058931e-06,  1.19398455011854e-08, -7.33871932112606e-08,  2.00035366049178e-09,  -2.1316282072803e-13
                    6,               0.52765,           0.527669003,                  4389,                   876,      75.4085817936872,      3085.23305396471,       -2343.624670133,    0.0968693648902457,     -1.49354930998042,     -2.35376560156139,         95.9179763721,     0.999999985696772,      1.00000000134792,     0.999999999671794,     0.999999989119593,     0.999999996014931,      1.00000000007358,     0.999999999999998, -1.07858613773715e-06,  4.15864315073122e-06,  7.69191046856577e-07, -1.05397812699692e-09,  5.95189675323127e-09, -1.73197900465993e-10, -1.56319401867222e-13
                    7,              0.207606,           0.207626293,                  1371,                   876,      75.4085829686732,      3085.23304946023,     -2343.62467096536,    0.0968693660386103,     -1.49354931642747,      -2.3537656013729,      95.9179763721001,      1.00000000127837,     0.999999999887904,      1.00000000002695,      1.00000000097437,      1.00000000033153,     0.999999999993503,     0.999999999999999,  9.63998445513425e-08, -3.45840817317367e-07, -6.31694092589896e-08,  9.43864431057762e-11, -4.95153473778487e-10,  1.52931001196066e-11,  -5.6843418860808e-14
                    8,              0.134026,           0.134030309,                   593,                   876,      75.4085828634759,      3085.23304983559,     -2343.62467089683,    0.0968693659356139,     -1.49354931589001,     -2.35376560138955,         95.9179763721,     0.999999999883336,      1.00000000000957,     0.999999999997713,     0.999999999911118,     0.999999999971672,      1.00000000000058,     0.999999999999998, -8.79745698512124e-09,  2.95203790301457e-08,  5.36056177224964e-09, -8.60994608942178e-12,  4.23086010670204e-11, -1.35935707135104e-12, -1.98951966012828e-13
                    9,               0.10926,           0.109263476,                   327,                   876,       75.408582873089,      3085.23304980379,     -2343.62467090258,    0.0968693659450337,      -1.4935493159356,     -2.35376560138806,      95.9179763721002,      1.00000000001082,      0.99999999999926,      1.00000000000017,      1.00000000000836,       1.0000000000022,     0.999999999999944,                     1,  8.15617795524304e-10, -2.28192220674828e-09,  -3.8835423765704e-10,   8.0985218531282e-13, -3.28070903776734e-12,  1.30562227695918e-13,   5.6843418860808e-14
                   10,               0.09843,           0.098433689,                   209,                   876,      75.4085828721567,      3085.23304980654,      -2343.6246709021,    0.0968693659441125,     -1.49354931593166,     -2.35376560138822,      95.9179763721003,     0.999999999998454,      1.00000000000015,     0.999999999999963,      0.99999999999885,      0.99999999999956,      1.00000000000001,                     1, -1.16614273792948e-10,  4.69299266114831e-10,  8.64019966684282e-11, -1.11355369369903e-13,  6.56585896763318e-13, -2.53130849614536e-14,   9.9475983006414e-14
                   11,              0.091792,           0.091795746,                   149,                   876,      75.4085828722683,      3085.23304980628,     -2343.62467090214,    0.0968693659442364,     -1.49354931593203,     -2.35376560138819,      95.9179763721003,     0.999999999999932,      1.00000000000007,     0.999999999999979,      1.00000000000013,      0.99999999999981,     0.999999999999999,                     1, -5.08748598804232e-12,  2.08274286706001e-10,  4.91127138957381e-11,  1.25732757538799e-14,   2.8377300509419e-13,  2.22044604925031e-15,  1.56319401867222e-13
                   12,               0.08786,            0.08786797,                   115,                   876,      75.4085828722659,      3085.23304980629,     -2343.62467090213,    0.0968693659442258,       -1.493549315932,     -2.35376560138818,         95.9179763721,     0.999999999999901,      1.00000000000007,     0.999999999999974,      1.00000000000002,     0.999999999999791,     0.999999999999997,     0.999999999999998, -7.44648787076585e-12,  2.24645191337913e-10,  6.00266503170133e-11,  1.97064586870965e-15,  3.12860848339369e-13,  6.21724893790088e-15, -1.56319401867222e-13
                   13,              0.088924,           0.088927489,                    94,                   876,      75.4085828722742,       3085.2330498063,     -2343.62467090211,     0.096869365944226,     -1.49354931593201,     -2.35376560138816,      95.9179763721003,      1.00000000000001,      1.00000000000007,     0.999999999999967,      1.00000000000002,     0.999999999999792,     0.999999999999989,                     1,  8.81072992342524e-13,  2.26918928092346e-10,   7.6397554948926e-11,  2.19269047363468e-15,  3.11306536104894e-13,  2.62012633811537e-14,   8.5265128291212e-14
                   14,               0.08788,           0.087883599,                    80,                   876,      75.4085828722493,      3085.23304980628,      -2343.6246709021,    0.0968693659442079,     -1.49354931593202,     -2.35376560138815,      95.9179763721001,     0.999999999999681,      1.00000000000007,     0.999999999999964,     0.999999999999835,     0.999999999999801,     0.999999999999983,     0.999999999999999, -2.40731878875522e-11,   2.1600499167107e-10,  8.32187652122229e-11, -1.59594559789866e-14,  2.96429547574917e-13,  3.90798504668055e-14, -1.27897692436818e-13
