                 0,                  0,            0.00587,        0.005872403,               1313,                789,   2707.40006881123,   1481.79409619998,   1615.57373520601,  -2.10162296242215,   1.75385186426502,   1.91369440022744,    65.328892639178,     3.723550199453
                 0,                 30,           0.005925,        0.005926783,               1313,                789,   1603.78018806701,   2636.97136871742,   1615.57373137801,  -2.69698480853091,   0.46806879245744,   1.91369439580287,   65.3288926391783,   3.72354999251052
                 0,                 60,           0.005496,        0.005498165,               1222,                789,   70.4287013777515,      3085.57428779,   1615.57373228945,  -2.56969175311899,  -0.94313294006534,   1.91369439685362,   65.3288926391776,   3.72355004171113
                 0,                 90,           0.005677,        0.005679101,               1287,                789,  -1481.79409620005,   2707.40006881108,   1615.57373520594,  -1.75385186426507,  -2.10162296242239,   1.91369440022733,   65.3288926391784,   3.72355019944859
                 0,                120,             0.0055,        0.005501734,               1235,                789,  -2636.97136871741,   1603.78018806642,   1615.57373137779, -0.468068792457217,  -2.69698480853177,    1.9136943958025,    65.328892639178,   3.72354999249541
                 0,                150,            0.00587,        0.005871312,               1300,                789,  -3085.57428779015,   70.4287013780757,   1615.57373228958,  0.943132940065023,  -2.56969175311858,   1.91369439685383,   65.3288926391789,   3.72355004172097
                 0,                180,           0.005788,        0.005790077,               1300,                789,  -2707.40006881113,  -1481.79409620002,   1615.57373520598,   2.10162296242231,  -1.75385186426504,   1.91369440022738,   65.3288926391779,   3.72355019945005
                 0,                210,           0.005792,        0.005793529,               1261,                789,  -1603.78018806706,  -2636.97136871742,   1615.57373137803,   2.69698480853081, -0.468068792457465,    1.9136943958029,   65.3288926391784,   3.72354999251142
                 0,                240,           0.005686,        0.005686942,               1235,                789,  -70.4287013773225,  -3085.57428778973,   1615.57373228923,   2.56969175311953,  0.943132940065915,   1.91369439685326,    65.328892639179,    3.7235500416979
                 0,                270,           0.005739,        0.005740225,               1287,                789,   1481.79409619996,  -2707.40006881123,   1615.57373520602,   1.75385186426499,   2.10162296242214,   1.91369440022745,    65.328892639178,    3.7235501994533
                 0,                300,           0.005675,        0.005676776,               1248,                789,   2636.97136871746,  -1603.78018806679,   1615.57373137787,  0.468068792457426,   2.69698480853122,   1.91369439580267,    65.328892639179,   3.72354999250198
                 0,                330,           0.005681,        0.005683089,               1222,                789,   3085.57428778992,  -70.4287013776506,    1615.5737322894, -0.943132940065502,   2.56969175311911,   1.91369439685354,    65.328892639178,   3.72355004170849
