                 0,   847.113311014168,   3054.59191823781,   1216.80253588611, -0.216509475164696, 0.0600433914846842,                  0,                227
                0.2,    847.070107084115,    3054.60428016518,    1216.80267660359,  -0.215529823791175,  0.0635758818194291, 0.00140717480799018,    226.671059286136
                 10,                -nan,                -nan,                -nan,                -nan,                -nan,                 nan,    210.552964306808
