                 0,   847.113311014168,   3054.59191823781,   1216.80253588611, -0.216509475164696, 0.0600433914846842,                  0,                227
                0.2,    847.070125620381,    3054.60434700603,    1216.80270322974,  -0.215344462705918,   0.064244290697291, 0.00167343624016748,    226.671059286136
                 10,                -nan,                -nan,                -nan,                -nan,                -nan,                 nan,    210.552964306808
